block_fips_code,block_population,census_tract,zcta,census_block_group,neighborhood
440070032001000,67,44007003200,02906,440070032001,Blackstone
440070032001001,68,44007003200,02906,440070032001,Blackstone
440070032001002,71,44007003200,02906,440070032001,Blackstone
440070032001003,106,44007003200,02906,440070032001,Blackstone
440070032001004,99,44007003200,02906,440070032001,Blackstone
440070032001005,126,44007003200,02906,440070032001,Blackstone
440070032001006,108,44007003200,02906,440070032001,Blackstone
440070032002000,28,44007003200,02906,440070032002,Blackstone
440070032002006,43,44007003200,02906,440070032002,Blackstone
440070032002007,31,44007003200,02906,440070032002,Blackstone
440070032002011,69,44007003200,02906,440070032002,Blackstone
440070032002013,54,44007003200,02906,440070032002,Blackstone
440070032002014,38,44007003200,02906,440070032002,Blackstone
440070032003000,35,44007003200,02906,440070032003,Blackstone
440070032003004,56,44007003200,02906,440070032003,Blackstone
440070032003007,72,44007003200,02906,440070032003,Blackstone
440070032003008,47,44007003200,02906,440070032003,Blackstone
440070032003013,25,44007003200,02906,440070032003,Blackstone
440070033001006,0,44007003300,02906,440070033001,Blackstone
440070033001018,83,44007003300,02906,440070033001,Blackstone
440070033001019,32,44007003300,02906,440070033001,Blackstone
440070033002000,0,44007003300,02906,440070033002,Blackstone
440070033002001,76,44007003300,02906,440070033002,Blackstone
440070033002003,91,44007003300,02906,440070033002,Blackstone
440070033002007,81,44007003300,02906,440070033002,Blackstone
440070033002008,86,44007003300,02906,440070033002,Blackstone
440070033002015,46,44007003300,02906,440070033002,Blackstone
440070033002016,60,44007003300,02906,440070033002,Blackstone
440070033002017,86,44007003300,02906,440070033002,Blackstone
440070033003010,65,44007003300,02906,440070033003,Blackstone
440070033003019,8,44007003300,02906,440070033003,Blackstone
440070033003020,31,44007003300,02906,440070033003,Blackstone
440070034001000,0,44007003400,02906,440070034001,Blackstone
440070034001001,0,44007003400,02906,440070034001,Blackstone
440070034001002,18,44007003400,02906,440070034001,Blackstone
440070034001003,0,44007003400,02906,440070034001,Blackstone
440070034001004,0,44007003400,02906,440070034001,Blackstone
440070034001005,0,44007003400,02906,440070034001,Blackstone
440070034001006,0,44007003400,02906,440070034001,Blackstone
440070034001007,37,44007003400,02860,440070034001,Blackstone
440070034001008,0,44007003400,02906,440070034001,Blackstone
440070034001009,0,44007003400,02906,440070034001,Blackstone
440070034001010,0,44007003400,02906,440070034001,Blackstone
440070034001011,33,44007003400,02906,440070034001,Blackstone
440070034001012,28,44007003400,02906,440070034001,Blackstone
440070034001013,24,44007003400,02906,440070034001,Blackstone
440070034001014,20,44007003400,02906,440070034001,Blackstone
440070034001015,16,44007003400,02906,440070034001,Blackstone
440070034001016,96,44007003400,02906,440070034001,Blackstone
440070034001017,16,44007003400,02906,440070034001,Blackstone
440070034001018,16,44007003400,02906,440070034001,Blackstone
440070034001019,13,44007003400,02906,440070034001,Blackstone
440070034001020,16,44007003400,02906,440070034001,Blackstone
440070034001021,9,44007003400,02906,440070034001,Blackstone
440070034001022,24,44007003400,02906,440070034001,Blackstone
440070034001023,19,44007003400,02906,440070034001,Blackstone
440070034001024,33,44007003400,02906,440070034001,Blackstone
440070034001025,32,44007003400,02906,440070034001,Blackstone
440070034001026,20,44007003400,02906,440070034001,Blackstone
440070034001027,19,44007003400,02906,440070034001,Blackstone
440070034001028,57,44007003400,02906,440070034001,Blackstone
440070034001029,26,44007003400,02906,440070034001,Blackstone
440070034001030,118,44007003400,02906,440070034001,Blackstone
440070034001031,25,44007003400,02906,440070034001,Blackstone
440070034001032,12,44007003400,02906,440070034001,Blackstone
440070034001033,26,44007003400,02906,440070034001,Blackstone
440070034001034,10,44007003400,02906,440070034001,Blackstone
440070034001035,0,44007003400,02906,440070034001,Blackstone
440070034001036,54,44007003400,02906,440070034001,Blackstone
440070034001037,94,44007003400,02906,440070034001,Blackstone
440070034001038,33,44007003400,02906,440070034001,Blackstone
440070034001039,42,44007003400,02906,440070034001,Blackstone
440070034001040,36,44007003400,02906,440070034001,Blackstone
440070034001041,10,44007003400,02906,440070034001,Blackstone
440070034001042,13,44007003400,02906,440070034001,Blackstone
440070034002000,0,44007003400,02906,440070034002,Blackstone
440070034002001,359,44007003400,02906,440070034002,Blackstone
440070034002002,0,44007003400,02906,440070034002,Blackstone
440070034002003,0,44007003400,02906,440070034002,Blackstone
440070034002004,9,44007003400,02906,440070034002,Blackstone
440070034002005,9,44007003400,02906,440070034002,Blackstone
440070034002006,51,44007003400,02906,440070034002,Blackstone
440070034002007,43,44007003400,02906,440070034002,Blackstone
440070034002008,12,44007003400,02906,440070034002,Blackstone
440070034002009,35,44007003400,02906,440070034002,Blackstone
440070034002010,29,44007003400,02906,440070034002,Blackstone
440070034002011,12,44007003400,02906,440070034002,Blackstone
440070034002012,34,44007003400,02906,440070034002,Blackstone
440070034002013,15,44007003400,02906,440070034002,Blackstone
440070034002014,10,44007003400,02906,440070034002,Blackstone
440070034002015,10,44007003400,02906,440070034002,Blackstone
440070034002016,0,44007003400,02906,440070034002,Blackstone
440070034002017,61,44007003400,02906,440070034002,Blackstone
440070034002018,30,44007003400,02906,440070034002,Blackstone
440070034002019,21,44007003400,02906,440070034002,Blackstone
440070034002020,15,44007003400,02906,440070034002,Blackstone
440070034002021,13,44007003400,02906,440070034002,Blackstone
440070034002022,39,44007003400,02906,440070034002,Blackstone
440070034002023,0,44007003400,02906,440070034002,Blackstone
440070034002024,36,44007003400,02906,440070034002,Blackstone
440070034002025,19,44007003400,02906,440070034002,Blackstone
440070034002026,0,44007003400,02906,440070034002,Blackstone
440070034002027,0,44007003400,02906,440070034002,Blackstone
440070034002028,0,44007003400,02906,440070034002,Blackstone
440070034002029,27,44007003400,02906,440070034002,Blackstone
440070034002030,34,44007003400,02906,440070034002,Blackstone
440070034002031,98,44007003400,02906,440070034002,Blackstone
440070034002032,0,44007003400,02906,440070034002,Blackstone
440070034002033,0,44007003400,02906,440070034002,Blackstone
440070034002034,0,44007003400,02906,440070034002,Blackstone
440070034002035,0,44007003400,02906,440070034002,Blackstone
440070034002036,12,44007003400,02906,440070034002,Blackstone
440070034002037,46,44007003400,02906,440070034002,Blackstone
440070034002038,51,44007003400,02906,440070034002,Blackstone
440070034002039,14,44007003400,02906,440070034002,Blackstone
440070034002040,14,44007003400,02906,440070034002,Blackstone
440070034002041,31,44007003400,02906,440070034002,Blackstone
440070034002044,0,44007003400,02906,440070034002,Blackstone
440070034003000,7,44007003400,02906,440070034003,Blackstone
440070034003001,34,44007003400,02906,440070034003,Blackstone
440070034003002,33,44007003400,02906,440070034003,Blackstone
440070034003003,23,44007003400,02906,440070034003,Blackstone
440070034003004,28,44007003400,02906,440070034003,Blackstone
440070034003005,28,44007003400,02906,440070034003,Blackstone
440070034003006,31,44007003400,02906,440070034003,Blackstone
440070034003007,36,44007003400,02906,440070034003,Blackstone
440070034003008,11,44007003400,02906,440070034003,Blackstone
440070034003009,43,44007003400,02906,440070034003,Blackstone
440070034003010,49,44007003400,02906,440070034003,Blackstone
440070034003011,54,44007003400,02906,440070034003,Blackstone
440070034003012,50,44007003400,02906,440070034003,Blackstone
440070034003013,38,44007003400,02906,440070034003,Blackstone
440070034003014,52,44007003400,02906,440070034003,Blackstone
440070034003015,78,44007003400,02906,440070034003,Blackstone
440070034003016,30,44007003400,02906,440070034003,Blackstone
440070034003017,23,44007003400,02906,440070034003,Blackstone
440070034003018,7,44007003400,02906,440070034003,Blackstone
440070034003019,34,44007003400,02906,440070034003,Blackstone
440070034003020,34,44007003400,02906,440070034003,Blackstone
440070034003021,8,44007003400,02906,440070034003,Blackstone
440070034003022,33,44007003400,02906,440070034003,Blackstone
440070034003023,56,44007003400,02906,440070034003,Blackstone
440070034003024,15,44007003400,02906,440070034003,Blackstone
440070034004000,0,44007003400,02906,440070034004,Blackstone
440070034004001,40,44007003400,02906,440070034004,Blackstone
440070034004002,73,44007003400,02906,440070034004,Blackstone
440070034004003,46,44007003400,02906,440070034004,Blackstone
440070034004004,64,44007003400,02906,440070034004,Blackstone
440070034004005,50,44007003400,02906,440070034004,Blackstone
440070034004006,55,44007003400,02906,440070034004,Blackstone
440070034004007,94,44007003400,02906,440070034004,Blackstone
440070034004008,44,44007003400,02906,440070034004,Blackstone
440070034004009,26,44007003400,02906,440070034004,Blackstone
440070034004010,104,44007003400,02906,440070034004,Blackstone
440070034004011,62,44007003400,02906,440070034004,Blackstone
440070034004012,23,44007003400,02906,440070034004,Blackstone
440070034004013,46,44007003400,02906,440070034004,Blackstone
440070034004014,28,44007003400,02906,440070034004,Blackstone
440070034004015,33,44007003400,02906,440070034004,Blackstone
440070034004016,52,44007003400,02906,440070034004,Blackstone
440070034004017,14,44007003400,02906,440070034004,Blackstone
440070034004018,46,44007003400,02906,440070034004,Blackstone
440070034004019,13,44007003400,02906,440070034004,Blackstone
440070034004020,31,44007003400,02906,440070034004,Blackstone
440070034004021,50,44007003400,02906,440070034004,Blackstone
440070034004022,71,44007003400,02906,440070034004,Blackstone
440070034004023,50,44007003400,02906,440070034004,Blackstone
440070034004024,64,44007003400,02906,440070034004,Blackstone
440070034004025,52,44007003400,02906,440070034004,Blackstone
440070034004026,25,44007003400,02906,440070034004,Blackstone
440070034004027,51,44007003400,02906,440070034004,Blackstone
440070034004028,25,44007003400,02906,440070034004,Blackstone
440070034004029,27,44007003400,02906,440070034004,Blackstone
440070034004030,35,44007003400,02906,440070034004,Blackstone
440070034004031,54,44007003400,02906,440070034004,Blackstone
440070034004034,59,44007003400,02906,440070034004,Blackstone
440070034004035,57,44007003400,02906,440070034004,Blackstone
440070034004036,46,44007003400,02906,440070034004,Blackstone
440070034004037,40,44007003400,02906,440070034004,Blackstone
440070029001000,0,44007002900,02904,440070029001,Charles
440070029001001,223,44007002900,02904,440070029001,Charles
440070029001002,148,44007002900,02904,440070029001,Charles
440070029001003,4,44007002900,02904,440070029001,Charles
440070029001004,27,44007002900,02904,440070029001,Charles
440070029001005,15,44007002900,02904,440070029001,Charles
440070029001006,110,44007002900,02904,440070029001,Charles
440070029001007,28,44007002900,02904,440070029001,Charles
440070029001008,169,44007002900,02904,440070029001,Charles
440070029001009,48,44007002900,02904,440070029001,Charles
440070029001010,25,44007002900,02904,440070029001,Charles
440070029001011,52,44007002900,02904,440070029001,Charles
440070029001012,46,44007002900,02904,440070029001,Charles
440070029001013,45,44007002900,02904,440070029001,Charles
440070029001014,62,44007002900,02904,440070029001,Charles
440070029001015,83,44007002900,02904,440070029001,Charles
440070029001016,0,44007002900,02904,440070029001,Charles
440070029001017,0,44007002900,02904,440070029001,Charles
440070029001018,0,44007002900,02904,440070029001,Charles
440070029001019,0,44007002900,02904,440070029001,Charles
440070029001020,0,44007002900,02904,440070029001,Charles
440070029001021,0,44007002900,02904,440070029001,Charles
440070029001022,0,44007002900,02904,440070029001,Charles
440070029001023,12,44007002900,02904,440070029001,Charles
440070029001024,0,44007002900,02904,440070029001,Charles
440070029001025,0,44007002900,02904,440070029001,Charles
440070029001026,15,44007002900,02904,440070029001,Charles
440070029001027,0,44007002900,02904,440070029001,Charles
440070029001028,0,44007002900,02904,440070029001,Charles
440070029001029,0,44007002900,02904,440070029001,Charles
440070029002000,72,44007002900,02904,440070029002,Charles
440070029002001,201,44007002900,02904,440070029002,Charles
440070029002002,46,44007002900,02904,440070029002,Charles
440070029002003,52,44007002900,02904,440070029002,Charles
440070029002004,69,44007002900,02904,440070029002,Charles
440070029002005,80,44007002900,02904,440070029002,Charles
440070029002006,69,44007002900,02904,440070029002,Charles
440070029002007,55,44007002900,02904,440070029002,Charles
440070029002008,57,44007002900,02904,440070029002,Charles
440070029002009,0,44007002900,02904,440070029002,Charles
440070029002010,134,44007002900,02904,440070029002,Charles
440070029002011,106,44007002900,02904,440070029002,Charles
440070029003000,14,44007002900,02904,440070029003,Charles
440070029003001,62,44007002900,02904,440070029003,Charles
440070029003002,87,44007002900,02904,440070029003,Charles
440070029003003,117,44007002900,02904,440070029003,Charles
440070029003004,129,44007002900,02904,440070029003,Charles
440070029003005,110,44007002900,02904,440070029003,Charles
440070029003006,153,44007002900,02904,440070029003,Charles
440070029003007,59,44007002900,02904,440070029003,Charles
440070029003008,157,44007002900,02904,440070029003,Charles
440070029003009,36,44007002900,02904,440070029003,Charles
440070029003010,133,44007002900,02904,440070029003,Charles
440070029003011,64,44007002900,02904,440070029003,Charles
440070029003012,36,44007002900,02904,440070029003,Charles
440070029003013,3,44007002900,02904,440070029003,Charles
440070029003014,65,44007002900,02904,440070029003,Charles
440070029003015,72,44007002900,02904,440070029003,Charles
440070029003016,62,44007002900,02904,440070029003,Charles
440070029003017,22,44007002900,02904,440070029003,Charles
440070029003018,34,44007002900,02904,440070029003,Charles
440070029003019,92,44007002900,02904,440070029003,Charles
440070029003020,52,44007002900,02904,440070029003,Charles
440070029003021,34,44007002900,02904,440070029003,Charles
440070029003022,38,44007002900,02904,440070029003,Charles
440070029003023,14,44007002900,02904,440070029003,Charles
440070029003024,38,44007002900,02904,440070029003,Charles
440070029003025,34,44007002900,02904,440070029003,Charles
440070029004000,0,44007002900,02904,440070029004,Charles
440070029004003,0,44007002900,02904,440070029004,Charles
440070029004004,0,44007002900,02904,440070029004,Charles
440070029004005,33,44007002900,02904,440070029004,Charles
440070029004006,259,44007002900,02904,440070029004,Charles
440070029004007,39,44007002900,02904,440070029004,Charles
440070029004008,36,44007002900,02904,440070029004,Charles
440070029004009,56,44007002900,02904,440070029004,Charles
440070029004010,53,44007002900,02904,440070029004,Charles
440070029004011,10,44007002900,02904,440070029004,Charles
440070029004012,56,44007002900,02904,440070029004,Charles
440070029004013,84,44007002900,02904,440070029004,Charles
440070029004014,8,44007002900,02904,440070029004,Charles
440070029004015,14,44007002900,02904,440070029004,Charles
440070029004016,2,44007002900,02904,440070029004,Charles
440070029004017,11,44007002900,02904,440070029004,Charles
440070029004018,88,44007002900,02904,440070029004,Charles
440070029004019,71,44007002900,02904,440070029004,Charles
440070029004020,128,44007002900,02904,440070029004,Charles
440070029004021,0,44007002900,02904,440070029004,Charles
440070029004022,0,44007002900,02904,440070029004,Charles
440070029004023,0,44007002900,02904,440070029004,Charles
440070029004024,0,44007002900,02904,440070029004,Charles
440070029004035,0,44007002900,02904,440070029004,Charles
440070029004036,0,44007002900,02904,440070029004,Charles
440070029005000,44,44007002900,02904,440070029005,Charles
440070029005001,39,44007002900,02904,440070029005,Charles
440070029005002,2,44007002900,02904,440070029005,Charles
440070029005003,10,44007002900,02904,440070029005,Charles
440070029005004,17,44007002900,02904,440070029005,Charles
440070029005005,0,44007002900,02904,440070029005,Charles
440070029005006,0,44007002900,02904,440070029005,Charles
440070029005007,0,44007002900,02904,440070029005,Charles
440070029005008,66,44007002900,02904,440070029005,Charles
440070029005009,40,44007002900,02904,440070029005,Charles
440070029005010,0,44007002900,02904,440070029005,Charles
440070029005011,70,44007002900,02904,440070029005,Charles
440070029005012,0,44007002900,02904,440070029005,Charles
440070029005013,34,44007002900,02904,440070029005,Charles
440070029005014,29,44007002900,02904,440070029005,Charles
440070029005015,81,44007002900,02904,440070029005,Charles
440070029005016,288,44007002900,02904,440070029005,Charles
440070029005017,70,44007002900,02904,440070029005,Charles
440070029005018,32,44007002900,02904,440070029005,Charles
440070029005019,95,44007002900,02904,440070029005,Charles
440070029005020,120,44007002900,02904,440070029005,Charles
440070029005021,65,44007002900,02904,440070029005,Charles
440070029005022,64,44007002900,02904,440070029005,Charles
440070029005023,53,44007002900,02904,440070029005,Charles
440070029005024,35,44007002900,02904,440070029005,Charles
440070029005025,47,44007002900,02904,440070029005,Charles
440070029005026,39,44007002900,02904,440070029005,Charles
440070029005027,106,44007002900,02904,440070029005,Charles
440070029005028,27,44007002900,02904,440070029005,Charles
440070029005029,75,44007002900,02904,440070029005,Charles
440070029005030,24,44007002900,02904,440070029005,Charles
440070029005031,101,44007002900,02904,440070029005,Charles
440070029005032,151,44007002900,02904,440070029005,Charles
440070029005033,17,44007002900,02904,440070029005,Charles
440070029005034,48,44007002900,02904,440070029005,Charles
440070029005035,85,44007002900,02904,440070029005,Charles
440070029005036,68,44007002900,02904,440070029005,Charles
440070029005037,0,44007002900,02904,440070029005,Charles
440070029005038,0,44007002900,02904,440070029005,Charles
440070033004013,0,44007003300,02904,440070033004,Charles
440070033004014,0,44007003300,02904,440070033004,Charles
440070033004048,0,44007003300,02904,440070033004,Charles
440070008001000,3,44007000800,02903,440070008001,College Hill
440070031004000,54,44007003100,02906,440070031004,College Hill
440070031004001,106,44007003100,02906,440070031004,College Hill
440070031004002,67,44007003100,02906,440070031004,College Hill
440070031004003,45,44007003100,02904,440070031004,College Hill
440070031004004,18,44007003100,02904,440070031004,College Hill
440070031004005,11,44007003100,02904,440070031004,College Hill
440070031004006,78,44007003100,02904,440070031004,College Hill
440070031004007,58,44007003100,02906,440070031004,College Hill
440070031004008,0,44007003100,02904,440070031004,College Hill
440070031004009,0,44007003100,02904,440070031004,College Hill
440070031004010,0,44007003100,02904,440070031004,College Hill
440070031004011,55,44007003100,02904,440070031004,College Hill
440070031004012,54,44007003100,02906,440070031004,College Hill
440070031004013,52,44007003100,02903,440070031004,College Hill
440070031004014,38,44007003100,02903,440070031004,College Hill
440070031004015,56,44007003100,02903,440070031004,College Hill
440070031004016,96,44007003100,02904,440070031004,College Hill
440070031004017,37,44007003100,02906,440070031004,College Hill
440070031004018,39,44007003100,02906,440070031004,College Hill
440070031004019,56,44007003100,02903,440070031004,College Hill
440070031005025,85,44007003100,02904,440070031005,College Hill
440070031005026,0,44007003100,02904,440070031005,College Hill
440070031005028,0,44007003100,02904,440070031005,College Hill
440070031005029,0,44007003100,02904,440070031005,College Hill
440070031005037,0,44007003100,02904,440070031005,College Hill
440070031005038,61,44007003100,02904,440070031005,College Hill
440070031005039,0,44007003100,02904,440070031005,College Hill
440070031005040,0,44007003100,02904,440070031005,College Hill
440070031005041,0,44007003100,02904,440070031005,College Hill
440070031005042,0,44007003100,02904,440070031005,College Hill
440070031005049,0,44007003100,02904,440070031005,College Hill
440070034004032,50,44007003400,02906,440070034004,College Hill
440070034004033,0,44007003400,02906,440070034004,College Hill
440070035002021,0,44007003500,02906,440070035002,College Hill
440070036011000,88,44007003601,02906,440070036011,College Hill
440070036011001,27,44007003601,02906,440070036011,College Hill
440070036011002,41,44007003601,02906,440070036011,College Hill
440070036011003,0,44007003601,02906,440070036011,College Hill
440070036011004,2,44007003601,02906,440070036011,College Hill
440070036011005,76,44007003601,02906,440070036011,College Hill
440070036011006,59,44007003601,02906,440070036011,College Hill
440070036011007,36,44007003601,02906,440070036011,College Hill
440070036011008,14,44007003601,02906,440070036011,College Hill
440070036011009,22,44007003601,02906,440070036011,College Hill
440070036011010,32,44007003601,02906,440070036011,College Hill
440070036011011,0,44007003601,02906,440070036011,College Hill
440070036011012,53,44007003601,02906,440070036011,College Hill
440070036011013,87,44007003601,02906,440070036011,College Hill
440070036011014,112,44007003601,02906,440070036011,College Hill
440070036011015,45,44007003601,02906,440070036011,College Hill
440070036011016,31,44007003601,02906,440070036011,College Hill
440070036011017,6,44007003601,02906,440070036011,College Hill
440070036011018,0,44007003601,02906,440070036011,College Hill
440070036011019,43,44007003601,02906,440070036011,College Hill
440070036011020,0,44007003601,02906,440070036011,College Hill
440070036011021,0,44007003601,02906,440070036011,College Hill
440070036011022,20,44007003601,02906,440070036011,College Hill
440070036011023,51,44007003601,02906,440070036011,College Hill
440070036011024,75,44007003601,02906,440070036011,College Hill
440070036011025,19,44007003601,02906,440070036011,College Hill
440070036011026,237,44007003601,02906,440070036011,College Hill
440070036011027,192,44007003601,02906,440070036011,College Hill
440070036011028,57,44007003601,02906,440070036011,College Hill
440070036011029,0,44007003601,02906,440070036011,College Hill
440070036012002,54,44007003601,02906,440070036012,College Hill
440070036012003,46,44007003601,02906,440070036012,College Hill
440070036012004,16,44007003601,02906,440070036012,College Hill
440070036012005,32,44007003601,02906,440070036012,College Hill
440070036012009,18,44007003601,02906,440070036012,College Hill
440070036012010,39,44007003601,02906,440070036012,College Hill
440070036012013,18,44007003601,02906,440070036012,College Hill
440070036012014,20,44007003601,02906,440070036012,College Hill
440070036012015,12,44007003601,02906,440070036012,College Hill
440070036012016,35,44007003601,02906,440070036012,College Hill
440070036012017,8,44007003601,02906,440070036012,College Hill
440070036012018,337,44007003601,02906,440070036012,College Hill
440070036012019,74,44007003601,02906,440070036012,College Hill
440070036012020,138,44007003601,02906,440070036012,College Hill
440070036021000,962,44007003602,02912,440070036021,College Hill
440070036021001,2,44007003602,02912,440070036021,College Hill
440070036021002,28,44007003602,02903,440070036021,College Hill
440070036021003,81,44007003602,02903,440070036021,College Hill
440070036021004,631,44007003602,02906,440070036021,College Hill
440070036021005,2,44007003602,02906,440070036021,College Hill
440070036021006,454,44007003602,02906,440070036021,College Hill
440070036021007,22,44007003602,02906,440070036021,College Hill
440070036021008,6,44007003602,02906,440070036021,College Hill
440070036022000,63,44007003602,02906,440070036022,College Hill
440070036022001,107,44007003602,02906,440070036022,College Hill
440070036022002,62,44007003602,02906,440070036022,College Hill
440070036022003,61,44007003602,02906,440070036022,College Hill
440070036022004,75,44007003602,02906,440070036022,College Hill
440070036022005,42,44007003602,02906,440070036022,College Hill
440070036022006,58,44007003602,02906,440070036022,College Hill
440070036022007,117,44007003602,02906,440070036022,College Hill
440070036022008,112,44007003602,02906,440070036022,College Hill
440070036022009,53,44007003602,02906,440070036022,College Hill
440070036022010,34,44007003602,02906,440070036022,College Hill
440070036022011,98,44007003602,02906,440070036022,College Hill
440070036022012,60,44007003602,02906,440070036022,College Hill
440070036022013,53,44007003602,02906,440070036022,College Hill
440070036023000,1060,44007003602,02906,440070036023,College Hill
440070036023001,131,44007003602,02906,440070036023,College Hill
440070036023002,28,44007003602,02906,440070036023,College Hill
440070036023003,37,44007003602,02906,440070036023,College Hill
440070036023004,24,44007003602,02906,440070036023,College Hill
440070036023005,64,44007003602,02906,440070036023,College Hill
440070036023006,0,44007003602,02906,440070036023,College Hill
440070036023007,0,44007003602,02906,440070036023,College Hill
440070036023008,7,44007003602,02906,440070036023,College Hill
440070036023009,1,44007003602,02906,440070036023,College Hill
440070036023010,273,44007003602,02903,440070036023,College Hill
440070036023011,0,44007003602,02903,440070036023,College Hill
440070036023012,80,44007003602,02906,440070036023,College Hill
440070036023013,0,44007003602,02903,440070036023,College Hill
440070036023014,13,44007003602,02903,440070036023,College Hill
440070036023015,11,44007003602,02903,440070036023,College Hill
440070036023016,479,44007003602,02906,440070036023,College Hill
440070036023017,12,44007003602,02906,440070036023,College Hill
440070036023018,54,44007003602,02906,440070036023,College Hill
440070036023019,0,44007003602,02903,440070036023,College Hill
440070036023020,0,44007003602,02903,440070036023,College Hill
440070036023021,0,44007003602,02903,440070036023,College Hill
440070036023022,26,44007003602,02903,440070036023,College Hill
440070036023023,406,44007003602,02912,440070036023,College Hill
440070036023024,6,44007003602,02906,440070036023,College Hill
440070036023025,42,44007003602,02906,440070036023,College Hill
440070006001001,0,44007000600,02903,440070006001,Downtown
440070006001002,0,44007000600,02903,440070006001,Downtown
440070006001003,0,44007000600,02903,440070006001,Downtown
440070006001004,0,44007000600,02903,440070006001,Downtown
440070006001005,0,44007000600,02903,440070006001,Downtown
440070006001006,0,44007000600,02903,440070006001,Downtown
440070006001007,0,44007000600,02903,440070006001,Downtown
440070006001010,0,44007000600,02903,440070006001,Downtown
440070006001011,0,44007000600,02903,440070006001,Downtown
440070006001012,9,44007000600,02903,440070006001,Downtown
440070006001013,0,44007000600,02903,440070006001,Downtown
440070006001014,0,44007000600,02903,440070006001,Downtown
440070006001015,0,44007000600,02903,440070006001,Downtown
440070006001016,0,44007000600,02903,440070006001,Downtown
440070006001017,0,44007000600,02903,440070006001,Downtown
440070006001018,0,44007000600,02903,440070006001,Downtown
440070006001019,0,44007000600,02903,440070006001,Downtown
440070006001020,10,44007000600,02903,440070006001,Downtown
440070006001021,0,44007000600,02903,440070006001,Downtown
440070006001022,0,44007000600,02903,440070006001,Downtown
440070006001028,0,44007000600,02903,440070006001,Downtown
440070006001037,0,44007000600,02903,440070006001,Downtown
440070006001038,0,44007000600,02903,440070006001,Downtown
440070006001039,0,44007000600,02903,440070006001,Downtown
440070006001040,0,44007000600,02903,440070006001,Downtown
440070006001041,0,44007000600,02903,440070006001,Downtown
440070006001042,0,44007000600,02903,440070006001,Downtown
440070006001043,0,44007000600,02903,440070006001,Downtown
440070006001044,1,44007000600,02903,440070006001,Downtown
440070006001045,0,44007000600,02903,440070006001,Downtown
440070006001046,0,44007000600,02903,440070006001,Downtown
440070006001047,0,44007000600,02903,440070006001,Downtown
440070006001048,0,44007000600,02903,440070006001,Downtown
440070006001049,0,44007000600,02903,440070006001,Downtown
440070006001050,0,44007000600,02903,440070006001,Downtown
440070006001051,0,44007000600,02903,440070006001,Downtown
440070006001052,0,44007000600,02903,440070006001,Downtown
440070006001053,0,44007000600,02903,440070006001,Downtown
440070006001054,0,44007000600,02903,440070006001,Downtown
440070006001055,0,44007000600,02903,440070006001,Downtown
440070006001056,0,44007000600,02903,440070006001,Downtown
440070006001057,0,44007000600,02903,440070006001,Downtown
440070006001060,0,44007000600,02903,440070006001,Downtown
440070006001061,0,44007000600,02903,440070006001,Downtown
440070006001062,0,44007000600,02903,440070006001,Downtown
440070006001063,149,44007000600,02903,440070006001,Downtown
440070006001073,0,44007000600,02903,440070006001,Downtown
440070006001074,0,44007000600,02903,440070006001,Downtown
440070006001075,0,44007000600,02903,440070006001,Downtown
440070008001001,0,44007000800,02903,440070008001,Downtown
440070008001002,0,44007000800,02903,440070008001,Downtown
440070008001003,293,44007000800,02903,440070008001,Downtown
440070008001004,339,44007000800,02903,440070008001,Downtown
440070008001005,0,44007000800,02903,440070008001,Downtown
440070008001006,0,44007000800,02903,440070008001,Downtown
440070008001007,0,44007000800,02903,440070008001,Downtown
440070008001008,0,44007000800,02903,440070008001,Downtown
440070008001009,0,44007000800,02903,440070008001,Downtown
440070008001010,11,44007000800,02903,440070008001,Downtown
440070008001011,0,44007000800,02903,440070008001,Downtown
440070008001012,0,44007000800,02903,440070008001,Downtown
440070008001014,0,44007000800,02903,440070008001,Downtown
440070008001015,0,44007000800,02903,440070008001,Downtown
440070008001016,252,44007000800,02903,440070008001,Downtown
440070008001017,0,44007000800,02903,440070008001,Downtown
440070008001018,0,44007000800,02903,440070008001,Downtown
440070008001019,0,44007000800,02903,440070008001,Downtown
440070008001020,0,44007000800,02903,440070008001,Downtown
440070008001021,0,44007000800,02903,440070008001,Downtown
440070008001022,0,44007000800,02903,440070008001,Downtown
440070008001023,0,44007000800,02903,440070008001,Downtown
440070008001024,0,44007000800,02903,440070008001,Downtown
440070008001027,0,44007000800,02903,440070008001,Downtown
440070008001028,0,44007000800,02903,440070008001,Downtown
440070008001029,0,44007000800,02903,440070008001,Downtown
440070008001030,0,44007000800,02903,440070008001,Downtown
440070008001031,0,44007000800,02903,440070008001,Downtown
440070008001032,0,44007000800,02903,440070008001,Downtown
440070008001033,0,44007000800,02903,440070008001,Downtown
440070008001034,0,44007000800,02903,440070008001,Downtown
440070008001035,0,44007000800,02903,440070008001,Downtown
440070008001036,0,44007000800,02903,440070008001,Downtown
440070008001037,0,44007000800,02903,440070008001,Downtown
440070008001038,0,44007000800,02903,440070008001,Downtown
440070008001039,0,44007000800,02903,440070008001,Downtown
440070008001040,0,44007000800,02903,440070008001,Downtown
440070008001041,0,44007000800,02903,440070008001,Downtown
440070008001042,0,44007000800,02903,440070008001,Downtown
440070008001043,0,44007000800,02903,440070008001,Downtown
440070008001044,0,44007000800,02903,440070008001,Downtown
440070008001045,0,44007000800,02903,440070008001,Downtown
440070008001046,0,44007000800,02903,440070008001,Downtown
440070008001047,0,44007000800,02903,440070008001,Downtown
