geo_name,geo_id,level,moe
Block Group 2,440090511012,Block Group,0
Block Group 2,440090510002,Block Group,0
Block Group 2,440090513062,Block Group,0
Block Group 2,440030210012,Block Group,0
Block Group 2,440030206022,Block Group,0
Block Group 2,440090515032,Block Group,0
Block Group 2,440090501032,Block Group,0
Block Group 2,440090515042,Block Group,0
Block Group 2,440090515022,Block Group,0
Block Group 2,440090415002,Block Group,0
Block Group 2,440090512022,Block Group,0
Block Group 2,440090503022,Block Group,0
Block Group 2,440090504012,Block Group,0
Block Group 2,440090504022,Block Group,0
Block Group 2,440090506002,Block Group,0
Block Group 2,440030221002,Block Group,0
Block Group 2,440030222012,Block Group,0
Block Group 2,440050401012,Block Group,0
Block Group 2,440050413002,Block Group,0
Block Group 2,440050409002,Block Group,0
Block Group 2,440050414002,Block Group,0
Block Group 2,440050416022,Block Group,0
Block Group 2,440050402002,Block Group,0
Block Group 2,440050403042,Block Group,0
Block Group 2,440070114022,Block Group,0
Block Group 2,440070112002,Block Group,0
Block Group 2,440050411002,Block Group,0
Block Group 2,440050417022,Block Group,0
Block Group 2,440050416012,Block Group,0
Block Group 2,440070102002,Block Group,0
Block Group 2,440070161002,Block Group,0
Block Group 2,440070163002,Block Group,0
Block Group 2,440070164002,Block Group,0
Block Group 2,440070165002,Block Group,0
Block Group 2,440070168002,Block Group,0
Block Group 2,440070170002,Block Group,0
Block Group 2,440070143002,Block Group,0
Block Group 2,440070144002,Block Group,0
Block Group 2,440070128032,Block Group,0
Block Group 2,440070121022,Block Group,0
Block Group 2,440070147002,Block Group,0
Block Group 2,440070141002,Block Group,0
Block Group 2,440070142002,Block Group,0
Block Group 2,440070113012,Block Group,0
Block Group 2,440070114012,Block Group,0
Block Group 2,440070113022,Block Group,0
Block Group 2,440070101012,Block Group,0
Block Group 2,440070101022,Block Group,0
Block Group 2,440050403022,Block Group,0
Block Group 2,440050405002,Block Group,0
Block Group 2,440050401032,Block Group,0
Block Group 2,440050404002,Block Group,0
Block Group 2,440050403032,Block Group,0
Block Group 2,440070103002,Block Group,0
Block Group 2,440070159002,Block Group,0
Block Group 2,440050401022,Block Group,0
Block Group 2,440050408002,Block Group,0
Block Group 2,440050407002,Block Group,0
Block Group 2,440050410002,Block Group,0
Block Group 2,440050406002,Block Group,0
Block Group 2,440070121042,Block Group,0
Block Group 2,440070132012,Block Group,0
Block Group 2,440070036022,Block Group,0
Block Group 2,440070036012,Block Group,0
Block Group 2,440070037002,Block Group,0
Block Group 2,440070132022,Block Group,0
Block Group 2,440070128012,Block Group,0
Block Group 2,440070128022,Block Group,0
Block Group 2,440070126012,Block Group,0
Block Group 2,440070126022,Block Group,0
Block Group 2,440070150002,Block Group,0
Block Group 2,440070151002,Block Group,0
Block Group 2,440070153002,Block Group,0
Block Group 2,440070154002,Block Group,0
Block Group 2,440070127012,Block Group,0
Block Group 2,440070127022,Block Group,0
Block Group 2,440070155002,Block Group,0
Block Group 2,440070156002,Block Group,0
Block Group 2,440070157002,Block Group,0
Block Group 2,440070158002,Block Group,0
Block Group 2,440070130012,Block Group,0
Block Group 2,440070173002,Block Group,0
Block Group 2,440070174002,Block Group,0
Block Group 2,440070175002,Block Group,0
Block Group 2,440070176002,Block Group,0
Block Group 2,440070130022,Block Group,0
Block Group 2,440070109002,Block Group,0
Block Group 2,440070110002,Block Group,0
Block Group 2,440070111002,Block Group,0
Block Group 2,440070117012,Block Group,0
Block Group 2,440070177002,Block Group,0
Block Group 2,440070178002,Block Group,0
Block Group 2,440070179002,Block Group,0
Block Group 2,440070002002,Block Group,0
Block Group 2,440070134002,Block Group,0
Block Group 2,440070135002,Block Group,0
Block Group 2,440070180002,Block Group,0
Block Group 2,440070181002,Block Group,0
Block Group 2,440070182002,Block Group,0
Block Group 2,440070136002,Block Group,0
Block Group 2,440070137012,Block Group,0
Block Group 2,440070137022,Block Group,0
Block Group 2,440070184002,Block Group,0
Block Group 2,440070185002,Block Group,0
Block Group 2,440070138002,Block Group,0
Block Group 2,440070139002,Block Group,0
Block Group 2,440070152002,Block Group,0
Block Group 2,440070001012,Block Group,0
Block Group 2,440070146002,Block Group,0
Block Group 2,440070148002,Block Group,0
Block Group 2,440070140002,Block Group,0
Block Group 2,440070003002,Block Group,0
Block Group 2,440070004002,Block Group,0
Block Group 2,440070011002,Block Group,0
Block Group 2,440070016002,Block Group,0
Block Group 2,440070021012,Block Group,0
Block Group 2,440070119012,Block Group,0
Block Group 2,440070001022,Block Group,0
Block Group 2,440070005002,Block Group,0
Block Group 2,440070006002,Block Group,0
Block Group 2,440070007002,Block Group,0
Block Group 2,440070008002,Block Group,0
Block Group 2,440070009002,Block Group,0
Block Group 2,440070169002,Block Group,0
Block Group 2,440070010002,Block Group,0
Block Group 2,440070145012,Block Group,0
Block Group 2,440070145022,Block Group,0
Block Group 2,440070104002,Block Group,0
Block Group 2,440070105012,Block Group,0
Block Group 2,440070105022,Block Group,0
Block Group 2,440070107012,Block Group,0
Block Group 2,440070012002,Block Group,0
Block Group 2,440070013002,Block Group,0
Block Group 2,440070014002,Block Group,0
Block Group 2,440070015002,Block Group,0
Block Group 2,440070108002,Block Group,0
Block Group 2,440070114032,Block Group,0
Block Group 2,440070119022,Block Group,0
Block Group 2,440070107022,Block Group,0
Block Group 2,440070131012,Block Group,0
Block Group 2,440070133002,Block Group,0
Block Group 2,440070131022,Block Group,0
Block Group 2,440070017002,Block Group,0
Block Group 2,440070018002,Block Group,0
Block Group 2,440070019002,Block Group,0
Block Group 2,440070125002,Block Group,0
Block Group 2,440070020002,Block Group,0
Block Group 2,440070122002,Block Group,0
Block Group 2,440070123002,Block Group,0
Block Group 2,440070124012,Block Group,0
Block Group 2,440070021022,Block Group,0
Block Group 2,440070022002,Block Group,0
Block Group 2,440070023002,Block Group,0
Block Group 2,440070160002,Block Group,0
Block Group 2,440070028002,Block Group,0
Block Group 2,440070124022,Block Group,0
Block Group 2,440070115002,Block Group,0
Block Group 2,440070024002,Block Group,0
Block Group 2,440070025002,Block Group,0
Block Group 2,440070026002,Block Group,0
Block Group 2,440070027002,Block Group,0
Block Group 2,440070106002,Block Group,0
Block Group 2,440070121032,Block Group,0
Block Group 2,440070129002,Block Group,0
Block Group 2,440070167002,Block Group,0
Block Group 2,440070116002,Block Group,0
Block Group 2,440070117022,Block Group,0
Block Group 2,440070029002,Block Group,0
Block Group 2,440070031002,Block Group,0
Block Group 2,440070032002,Block Group,0
Block Group 2,440070033002,Block Group,0
Block Group 2,440070171002,Block Group,0
Block Group 2,440070118002,Block Group,0
Block Group 2,440070120002,Block Group,0
Block Group 2,440070034002,Block Group,0
Block Group 2,440070035002,Block Group,0
Block Group 3,440090512023,Block Group,0
Block Group 3,440090510003,Block Group,0
Block Group 3,440090515043,Block Group,0
Block Group 3,440030208003,Block Group,0
Block Group 3,440030201023,Block Group,0
Block Group 3,440030203003,Block Group,0
Block Group 3,440030204003,Block Group,0
Block Group 3,440030205003,Block Group,0
Block Group 3,440030206043,Block Group,0
Block Group 3,440030206033,Block Group,0
Block Group 3,440030209013,Block Group,0
Block Group 3,440030222013,Block Group,0
Block Group 3,440030210023,Block Group,0
Block Group 3,440010301003,Block Group,0
Block Group 3,440030211003,Block Group,0
Block Group 3,440010303003,Block Group,0
Block Group 3,440030213003,Block Group,0
Block Group 3,440030214013,Block Group,0
Block Group 3,440010304003,Block Group,0
Block Group 3,440010307003,Block Group,0
Block Group 3,440010308003,Block Group,0
Block Group 3,440030217003,Block Group,0
Block Group 3,440030214023,Block Group,0
Block Group 3,440030215013,Block Group,0
Block Group 3,440030219013,Block Group,0
Block Group 3,440030215023,Block Group,0
Block Group 3,440030222023,Block Group,0
Block Group 3,440010309013,Block Group,0
Block Group 3,440010309023,Block Group,0
Block Group 3,440030219023,Block Group,0
Block Group 3,440030219033,Block Group,0
Block Group 3,440030201013,Block Group,0
Block Group 3,440030209033,Block Group,0
Block Group 3,440030212003,Block Group,0
Block Group 3,440090513023,Block Group,0
Block Group 3,440010306013,Block Group,0
Block Group 3,440030206013,Block Group,0
Block Group 3,440030207033,Block Group,0
Block Group 3,440090509023,Block Group,0
Block Group 3,440090503023,Block Group,0
Block Group 3,440090504023,Block Group,0
Block Group 3,440010306023,Block Group,0
Block Group 3,440010302003,Block Group,0
Block Group 3,440010305003,Block Group,0
Block Group 3,440030223003,Block Group,0
Block Group 3,440030202003,Block Group,0
Block Group 3,440090501033,Block Group,0
Block Group 3,440090511013,Block Group,0
Block Group 3,440090511023,Block Group,0
Block Group 3,440090505003,Block Group,0
Block Group 3,440090509013,Block Group,0
Block Group 3,440090508013,Block Group,0
Block Group 3,440090515033,Block Group,0
Block Group 3,440090513063,Block Group,0
Block Group 3,440090507003,Block Group,0
Block Group 3,440090515023,Block Group,0
Block Group 3,440090503013,Block Group,0
Block Group 3,440090506003,Block Group,0
Block Group 3,440030220003,Block Group,0
Block Group 3,440030221003,Block Group,0
Block Group 3,440050406003,Block Group,0
Block Group 3,440050407003,Block Group,0
Block Group 3,440050404003,Block Group,0
Block Group 3,440050408003,Block Group,0
Block Group 3,440050409003,Block Group,0
Block Group 3,440050401013,Block Group,0
Block Group 3,440050401023,Block Group,0
Block Group 3,440050417023,Block Group,0
Block Group 3,440070112003,Block Group,0
Block Group 3,440070113023,Block Group,0
Block Group 3,440050413003,Block Group,0
Block Group 3,440050411003,Block Group,0
Block Group 3,440070102003,Block Group,0
Block Group 3,440070161003,Block Group,0
Block Group 3,440070163003,Block Group,0
Block Group 3,440070164003,Block Group,0
Block Group 3,440070165003,Block Group,0
Block Group 3,440070169003,Block Group,0
Block Group 3,440070170003,Block Group,0
Block Group 3,440070171003,Block Group,0
Block Group 3,440070143003,Block Group,0
Block Group 3,440070144003,Block Group,0
Block Group 3,440070145023,Block Group,0
Block Group 3,440070147003,Block Group,0
Block Group 3,440070141003,Block Group,0
Block Group 3,440070142003,Block Group,0
Block Group 3,440070113013,Block Group,0
Block Group 3,440070114013,Block Group,0
Block Group 3,440070101013,Block Group,0
Block Group 3,440070101023,Block Group,0
Block Group 3,440070103003,Block Group,0
Block Group 3,440070104003,Block Group,0
Block Group 3,440070159003,Block Group,0
Block Group 3,440070160003,Block Group,0
Block Group 3,440050405003,Block Group,0
Block Group 3,440050401033,Block Group,0
Block Group 3,440070120003,Block Group,0
Block Group 3,440070132013,Block Group,0
Block Group 3,440070037003,Block Group,0
Block Group 3,440070180003,Block Group,0
Block Group 3,440070121023,Block Group,0
Block Group 3,440070128013,Block Group,0
Block Group 3,440070126023,Block Group,0
Block Group 3,440070151003,Block Group,0
Block Group 3,440070127013,Block Group,0
Block Group 3,440070127023,Block Group,0
Block Group 3,440070155003,Block Group,0
Block Group 3,440070157003,Block Group,0
Block Group 3,440070158003,Block Group,0
Block Group 3,440070130023,Block Group,0
Block Group 3,440070130013,Block Group,0
Block Group 3,440070173003,Block Group,0
Block Group 3,440070174003,Block Group,0
Block Group 3,440070175003,Block Group,0
Block Group 3,440070129003,Block Group,0
Block Group 3,440070109003,Block Group,0
Block Group 3,440070110003,Block Group,0
Block Group 3,440070177003,Block Group,0
Block Group 3,440070178003,Block Group,0
Block Group 3,440070179003,Block Group,0
Block Group 3,440070001023,Block Group,0
Block Group 3,440070117023,Block Group,0
Block Group 3,440070134003,Block Group,0
Block Group 3,440070135003,Block Group,0
Block Group 3,440070136003,Block Group,0
Block Group 3,440070137013,Block Group,0
Block Group 3,440070137023,Block Group,0
Block Group 3,440070184003,Block Group,0
Block Group 3,440070185003,Block Group,0
Block Group 3,440070138003,Block Group,0
Block Group 3,440070001013,Block Group,0
Block Group 3,440070125003,Block Group,0
Block Group 3,440070008003,Block Group,0
Block Group 3,440070140003,Block Group,0
Block Group 3,440070003003,Block Group,0
Block Group 3,440070007003,Block Group,0
Block Group 3,440070132023,Block Group,0
Block Group 3,440070004003,Block Group,0
Block Group 3,440070002003,Block Group,0
Block Group 3,440070005003,Block Group,0
Block Group 3,440070011003,Block Group,0
Block Group 3,440070012003,Block Group,0
Block Group 3,440070156003,Block Group,0
Block Group 3,440070146003,Block Group,0
Block Group 3,440070105023,Block Group,0
Block Group 3,440070106003,Block Group,0
Block Group 3,440070013003,Block Group,0
Block Group 3,440070014003,Block Group,0
Block Group 3,440070015003,Block Group,0
Block Group 3,440070016003,Block Group,0
Block Group 3,440070115003,Block Group,0
Block Group 3,440070107023,Block Group,0
Block Group 3,440070133003,Block Group,0
Block Group 3,440070131013,Block Group,0
Block Group 3,440070131023,Block Group,0
Block Group 3,440070020003,Block Group,0
Block Group 3,440070017003,Block Group,0
Block Group 3,440070018003,Block Group,0
Block Group 3,440070019003,Block Group,0
Block Group 3,440070021013,Block Group,0
Block Group 3,440070148003,Block Group,0
Block Group 3,440070139003,Block Group,0
Block Group 3,440070116003,Block Group,0
Block Group 3,440070122003,Block Group,0
Block Group 3,440070123003,Block Group,0
Block Group 3,440070124013,Block Group,0
Block Group 3,440070021023,Block Group,0
Block Group 3,440070022003,Block Group,0
Block Group 3,440070023003,Block Group,0
Block Group 3,440070024003,Block Group,0
Block Group 3,440070168003,Block Group,0
Block Group 3,440070108003,Block Group,0
Block Group 3,440070114033,Block Group,0
Block Group 3,440070036023,Block Group,0
Block Group 3,440070026003,Block Group,0
Block Group 3,440070027003,Block Group,0
Block Group 3,440070105013,Block Group,0
Block Group 3,440070119023,Block Group,0
Block Group 3,440070121043,Block Group,0
Block Group 3,440070117013,Block Group,0
Block Group 3,440070028003,Block Group,0
Block Group 3,440070029003,Block Group,0
Block Group 3,440070031003,Block Group,0
Block Group 3,440070032003,Block Group,0
Block Group 3,440070145013,Block Group,0
Block Group 3,440070118003,Block Group,0
Block Group 3,440070033003,Block Group,0
Block Group 3,440070034003,Block Group,0
Block Group 3,440070035003,Block Group,0
Block Group 4,440090510004,Block Group,0
Block Group 4,440090512024,Block Group,0
Block Group 4,440090513024,Block Group,0
Block Group 4,440030203004,Block Group,0
Block Group 4,440030209014,Block Group,0
Block Group 4,440030210024,Block Group,0
Block Group 4,440010301004,Block Group,0
Block Group 4,440030211004,Block Group,0
Block Group 4,440030217004,Block Group,0
Block Group 4,440030215014,Block Group,0
Block Group 4,440030215024,Block Group,0
Block Group 4,440010308004,Block Group,0
Block Group 4,440090508014,Block Group,0
Block Group 4,440010309024,Block Group,0
Block Group 4,440010306024,Block Group,0
Block Group 4,440030206014,Block Group,0
Block Group 4,440030223004,Block Group,0
Block Group 4,440090509024,Block Group,0
Block Group 4,440010307004,Block Group,0
Block Group 4,440090511014,Block Group,0
Block Group 4,440090506004,Block Group,0
Block Group 4,440030213004,Block Group,0
Block Group 4,440030219014,Block Group,0
Block Group 4,440090507004,Block Group,0
Block Group 4,440090515044,Block Group,0
Block Group 4,440090515024,Block Group,0
Block Group 4,440090501034,Block Group,0
Block Group 4,440030221004,Block Group,0
Block Group 4,440030222014,Block Group,0
Block Group 4,440070114014,Block Group,0
Block Group 4,440070112004,Block Group,0
Block Group 4,440070101024,Block Group,0
Block Group 4,440070102004,Block Group,0
Block Group 4,440070161004,Block Group,0
Block Group 4,440070170004,Block Group,0
Block Group 4,440070171004,Block Group,0
Block Group 4,440070143004,Block Group,0
Block Group 4,440070147004,Block Group,0
Block Group 4,440070141004,Block Group,0
Block Group 4,440070101014,Block Group,0
Block Group 4,440070104004,Block Group,0
Block Group 4,440050413004,Block Group,0
Block Group 4,440050409004,Block Group,0
Block Group 4,440050406004,Block Group,0
Block Group 4,440050401034,Block Group,0
Block Group 4,440070120004,Block Group,0
Block Group 4,440070037004,Block Group,0
Block Group 4,440070121024,Block Group,0
Block Group 4,440070126024,Block Group,0
Block Group 4,440070155004,Block Group,0
Block Group 4,440070157004,Block Group,0
Block Group 4,440070158004,Block Group,0
Block Group 4,440070129004,Block Group,0
Block Group 4,440070130024,Block Group,0
Block Group 4,440070134004,Block Group,0
Block Group 4,440070135004,Block Group,0
Block Group 4,440070137014,Block Group,0
Block Group 4,440070184004,Block Group,0
Block Group 4,440070138004,Block Group,0
Block Group 4,440070140004,Block Group,0
Block Group 4,440070029004,Block Group,0
Block Group 4,440070001024,Block Group,0
Block Group 4,440070001014,Block Group,0
Block Group 4,440070002004,Block Group,0
Block Group 4,440070003004,Block Group,0
Block Group 4,440070004004,Block Group,0
Block Group 4,440070105024,Block Group,0
Block Group 4,440070106004,Block Group,0
